N° Enr.;NomETS;RegionETS
3747;ECOLE PRIVEE LA SAGESSE 3;POINTE-NOIRE
3748;ECOLE PRIVEE LA SAINTETE;BRAZZAVILLE
3749;ECOLE PRIVEE LA SAMARIE;POINTE-NOIRE
3750;ECOLE PRIVEE LA VIE SCHOOL;POINTE-NOIRE
3751;ECOLE PRIVEE LA VOIX DE J. F.TCH.;POINTE-NOIRE
3752;ECOLE PRIVEE LAUR-DANY;POINTE-NOIRE
3753;ECOLE PRIVEE LAUR-DANY 1;POINTE-NOIRE
3754;ECOLE PRIVEE LAUR-DANY 3;POINTE-NOIRE
3755;ECOLE PRIVEE LAUR-DANY 4 (TCHIMBAMBA);POINTE-NOIRE
3756;ECOLE PRIVEE LE CONSUL 2;POINTE-NOIRE
3757;ECOLE PRIVEE LE FIDELE;BRAZZAVILLE
3758;ECOLE PRIVEE LE FORAGE;POINTE-NOIRE
3759;ECOLE PRIVEE LE FUTUR;POINTE-NOIRE
3760;ECOLE PRIVEE LE JARDIN DE DOMINGOS;POINTE-NOIRE
3761;ECOLE PRIVEE LE JORDAMY ;POINTE-NOIRE
3762;ECOLE PRIVEE LE LABOUREUR;BRAZZAVILLE
3763;ECOLE PRIVEE LE PASCAL;POINTE-NOIRE
3764;ECOLE PRIVEE LE PETIT PAS DE RANCK;POINTE-NOIRE
3765;ECOLE PRIVEE LE PRINTEMPS;SANGHA
3766;ECOLE PRIVEE LE RECTO;POINTE-NOIRE
3767;ECOLE PRIVEE LE ROC;POINTE-NOIRE
3768;ECOLE PRIVEE LE ROC ;POINTE-NOIRE
3769;ECOLE PRIVEE LE ROYAUME;POINTE-NOIRE
3770;ECOLE PRIVEE LE SALUT;BRAZZAVILLE
3771;ECOLE PRIVEE LE SAVOIR DE MADINGOU;BOUENZA
3772;ECOLE PRIVEE LE SISSOI SCHOOL;NIARI
3773;ECOLE PRIVEE LEKI;POINTE-NOIRE
3774;ECOLE PRIVEE LEONARD NGOMA;BRAZZAVILLE
3775;ECOLE PRIVEE LES ABEILLES;BRAZZAVILLE
3776;ECOLE PRIVEE LES AMES D'OR;BRAZZAVILLE
3777;ECOLE PRIVEE LES AMIS DE FRED;POINTE-NOIRE
3778;ECOLE PRIVEE LES CARTESIENS DE LOUSSALA;POINTE-NOIRE
3779;ECOLE PRIVEE LES GENERATIONS FUTURES;BRAZZAVILLE
3780;ECOLE PRIVEE LES GENIES DU SIECLE;POINTE-NOIRE
3781;ECOLE PRIVEE LES JEUNES PLANTES;POINTE-NOIRE
3782;ECOLE PRIVEE LES JOKERS;POINTE-NOIRE
3783;ECOLE PRIVEE LES MERVEILLES D'EMMANUEL;POINTE-NOIRE
3784;ECOLE PRIVEE LES PETITS FILS D'HENRI-NES;POINTE-NOIRE
3785;ECOLE PRIVEE LES PETITS M;BRAZZAVILLE
3786;ECOLE PRIVEE LES RACINES D'OYO;CUVETTE
3787;ECOLE PRIVEE LES SAVOIRS D' ELOHIM;POINTE-NOIRE
3788;ECOLE PRIVEE LES TERRES PROMISES D'ISRAEL;POINTE-NOIRE
3789;ECOLE PRIVEE LOANGO SCHOOL;KOUILOU
3790;ECOLE PRIVEE LOUIS ARTHUR;POINTE-NOIRE
3791;ECOLE PRIVEE LOUIS GREGORY;POINTE-NOIRE
3792;ECOLE PRIVEE LOUIS-M SC;POINTE-NOIRE
3793;ECOLE PRIVEE LOUISLAUNE;NIARI
3794;ECOLE PRIVEE LUEURS D'ESPOIR;POINTE-NOIRE
3795;ECOLE PRIVEE MAMAN LUCIENNE;BRAZZAVILLE
3796;ECOLE PRIVEE MANACE;BRAZZAVILLE
3797;ECOLE PRIVEE MATH - AFRIQUE;POINTE-NOIRE
3798;ECOLE PRIVEE MAYA KEYLA;POINTE-NOIRE
3799;ECOLE PRIVEE MEDDY-CHANCE D'OYO;CUVETTE
3800;ECOLE PRIVEE MERCI ET MERCI;BRAZZAVILLE
3801;ECOLE PRIVEE MICHEL NDOULOU 1;POINTE-NOIRE
3802;ECOLE PRIVEE MON HISTOIRE;POOL
3803;ECOLE PRIVEE MONGO-BETI;POINTE-NOIRE
3804;ECOLE PRIVEE MONSEIGNEUR EMILE VERHILLE D'OWANDO;CUVETTE
3805;ECOLE PRIVEE MONT PARNASS;POINTE-NOIRE
3806;ECOLE PRIVEE MONT PARNASSE;POINTE-NOIRE
3807;ECOLE PRIVEE NG. B DE KINSSOUNDI (SITE 2);BRAZZAVILLE
3808;ECOLE PRIVEE NG. B. MASSINA;BRAZZAVILLE
3809;ECOLE PRIVEE NG. B. SITE 4 (MASSINA);BRAZZAVILLE
3810;ECOLE PRIVEE NZAHOU RIGOBERT;KOUILOU
3811;ECOLE PRIVEE NZOLA LA VOLONTE DE DIEU;BRAZZAVILLE
3812;ECOLE PRIVEE PAULE DAKI;POINTE-NOIRE
3813;ECOLE PRIVEE PRINCE POTIER;BRAZZAVILLE
3814;ECOLE PRIVEE PROPHETE WILLIAM;CUVETTE
3815;ECOLE PRIVEE PROPHETE YAUCAT-GUE;CUVETTE
3816;ECOLE PRIVEE PROPHETE YAUCAT-GUENDI;CUVETTE
3817;ECOLE PRIVEE PROTESTANTE D'IMMACULATION;BRAZZAVILLE
3818;ECOLE PRIVEE PROTESTANTE D'IMMACULATION;POOL
3819;ECOLE PRIVEE PROTESTANTE D'IMMACULATION SITE 1;BRAZZAVILLE
3820;ECOLE PRIVEE ROSA PARKS;POINTE-NOIRE
3821;ECOLE PRIVEE SAINT CAMILLE;POINTE-NOIRE
3822;ECOLE PRIVEE SAINT CLOUD ;POINTE-NOIRE
3823;ECOLE PRIVEE SAINT JOSEPH  D'OWANDO;CUVETTE
3824;ECOLE PRIVEE SAINT JOSEPH D'OWAN;CUVETTE
3825;ECOLE PRIVEE SAINT JOSEPH D'OWANDO;CUVETTE
3826;ECOLE PRIVEE SAINT JOSEPH DK KM8;POINTE-NOIRE
3827;ECOLE PRIVEE SAINT JUSTIN;POINTE-NOIRE
3828;ECOLE PRIVEE SAINT PIERRE CLAVER DE OUESSO;SANGHA
3829;ECOLE PRIVEE SAINT ZYMUNT;CUVETTE
3830;ECOLE PRIVEE SAINTE CECIL;POINTE-NOIRE
3831;ECOLE PRIVEE SAINTE MARIE;CUVETTE
3832;ECOLE PRIVEE SAINTE RITA;POINTE-NOIRE
3833;ECOLE PRIVEE SAINTE THERESE DE LISIEUX;BRAZZAVILLE
3834;ECOLE PRIVEE SAINTE-ROSE;POINTE-NOIRE
3835;ECOLE PRIVEE SALLE D'ETUDES BOHR;BRAZZAVILLE
3836;ECOLE PRIVEE SOLEIL DE VIE;POINTE-NOIRE
3837;ECOLE PRIVEE SPERMAH SCINTILLE;POINTE-NOIRE
3838;ECOLE PRIVEE SYDNEY SCHOOL;POINTE-NOIRE
3839;ECOLE PRIVEE T. M. DANIELA MOISETTE;POINTE-NOIRE
3840;ECOLE PRIVEE WISDOM;BRAZZAVILLE
3841;ECOLE PRIVEE YAYIC SCHOOL;NIARI
3842;ECOLE PRIVEE YWILE;POINTE-NOIRE
3843;ECOLE PRIVVE CATHOLIQUE DE BOUNDJI;CUVETTE
3844;ECOLE PRIVÃ‰E BILINGUE LA LUMIERE DE MPAKA;POINTE-NOIRE
3845;ECOLE PRIVÃ‰E FONDATION MENDES;BRAZZAVILLE
3846;ECOLE PRIVÃ‰E KOUMOU EKONDZA;CUVETTE
3847;ECOLE PRIVÃ‰E LA GRACE DIVINE DE SAINTE HONORINE 2;BRAZZAVILLE
3848;ECOLE PRIVÃ‰E LA SAMARIE;POINTE-NOIRE
3849;ECOLE PRIVÃ‰E ONINI SCHOOL;POINTE-NOIRE
3850;ECOLE PRIVÃ‰E SAINT JUSTIN;POINTE-NOIRE
3851;ECOLE PRIVÃ‰E VICTOR MABOUNDOU;POINTE-NOIRE
3852;ECOLE PROTESTANTE DE MOUTABALA PASTEUR NDOUNDOU DA;BRAZZAVILLE
3853;ECOLE PROTESTANTE III;BRAZZAVILLE
3854;ECOLE PYTHAGORE DE SAMOS;POINTE-NOIRE
3855;ECOLE SAINT FRANCOIS D'ASSISE;BRAZZAVILLE
3856;ECOLE SAINT JOSEPH DE LOUSSALA;POINTE-NOIRE
3857;ECOLE SAINT VINCENT;BRAZZAVILLE
3858;ECOLE SAINT-VINCENT;BRAZZAVILLE
3859;ECOLE SAINTE CECILE;BRAZZAVILLE
3860;ECOLE SPECIALE;BRAZZAVILLE
3861;ECOLE SUPERIEURE AVVARA;NIARI
3862;ECOLE TURCO-CONGOLAISE MAARIF;BRAZZAVILLE
3863;ECOLE ZOLA;BRAZZAVILLE
3864;EDEN MARIE;POINTE-NOIRE
3865;EDEN PRECEPTORAT;POINTE-NOIRE
3866;EDJA;SANGHA
3867;EDOUANI;POOL
3868;EDUCATION A LA PAIX;BRAZZAVILLE
3869;EFFORT II;BRAZZAVILLE
3870;EKOUOMOU;SANGHA
3871;EL FUEGO;BRAZZAVILLE
3872;EL FUEGO I;BRAZZAVILLE
3873;EL FUEGO II;BRAZZAVILLE
3874;EL GAB MARINE;BRAZZAVILLE
3875;EL HADJ DJIBRIL BOPAKA ;CUVETTE CENTRALE
3876;EL NGOMA;BRAZZAVILLE
3877;EL SALVADOR;POINTE-NOIRE
3878;EL SHADAÏ DE FEFOLETH;BRAZZAVILLE
3879;EL SHADDAÏ;POINTE-NOIRE
3880;EL-KASHI;BRAZZAVILLE
3881;EL-SHAMMA SCHOOL;BRAZZAVILLE
3882;ELIEZER;POINTE-NOIRE
3883;ELIEZHER;BRAZZAVILLE
3884;ELISABETH PEMBE;POINTE-NOIRE
3885;ELISABETH SCHOOL;BRAZZAVILLE
3886;ELISE ET FRERE;POOL
3887;ELITE DE MPAKA;POINTE-NOIRE
3888;ELITES AFRICAINES;BRAZZAVILLE
3889;ELITES DE LA NATION;POINTE-NOIRE
3890;ELITES DE LA NATION1;POINTE-NOIRE
3891;ELITES DE LA NATION2;POINTE-NOIRE
3892;ELITES MISSAKILA;BRAZZAVILLE
3893;ELKAT;BRAZZAVILLE
3894;ELKAT-2;BRAZZAVILLE
3895;ELKAT-TAL-2;BRAZZAVILLE
3896;ELLA NGOMA;BRAZZAVILLE
3897;ELOGO;SANGHA
3898;ELOHIM SCHOOL;BRAZZAVILLE
3899;ELUS M.D;BRAZZAVILLE
3900;ELVINA SCHOOL;POINTE-NOIRE
3901;ELVINA-SCHOOL;POINTE-NOIRE
3902;EMERA ;POINTE-NOIRE
3903;EMERAUDE ;POINTE-NOIRE
3904;EMERAUDE A;BRAZZAVILLE
3905;EMERAUDE B;BRAZZAVILLE
3906;EMERAUDE DON DE DIEU;POINTE-NOIRE
3907;EMERAUDE SCHOOL DE NGOYO;POINTE-NOIRE
3908;EMERGENCE;BRAZZAVILLE
3909;EMERSON OKOMBA;BRAZZAVILLE
3910;EMERY P. LUMUMBA;POINTE-NOIRE
3911;EMILE  ZOLA;POINTE-NOIRE
3912;EMILE BIAYENDA;BRAZZAVILLE
3913;EMILE BIAYENDA;POINTE-NOIRE
3914;EMILE GENTIL;POINTE-NOIRE
3915;EMILE MOUANDA;POINTE-NOIRE
3916;EMILE VERHILLE 1;SANGHA
3917;EMILE VERHILLE 2;SANGHA
3918;EMILE ZOLA;POINTE-NOIRE
3919;EMINENCE;BRAZZAVILLE
3920;EMINENCE SCHOOL BILINGUE;POINTE-NOIRE
3921;EMMANCEL 1;POINTE-NOIRE
3922;EMMANCEL 2;POINTE-NOIRE
3923;EMMANUEL 2;POINTE-NOIRE
3924;EMMANUEL 3;BRAZZAVILLE
3925;EMMANUEL 4;BRAZZAVILLE
3926;EMMANUEL 5;BRAZZAVILLE
3927;EMMANUEL I;BRAZZAVILLE
3928;EMMANUEL II;BRAZZAVILLE
3929;EMMANUEL QUE FAIRE ?;BRAZZAVILLE
3930;EMMANUEL QUE FAIRE?;BRAZZAVILLE
3931;EMMANUEL RELCH;BRAZZAVILLE
3932;EMMANUEL SCHOOL;BRAZZAVILLE
3933;EMMANUEL SCHOOL;POINTE-NOIRE
3934;EMMANUEL-RELCH;BRAZZAVILLE
3935;EMMAUS;POOL
3936;EMONAYA;BRAZZAVILLE
3937;ENCYCLOPEDIE;BRAZZAVILLE
3938;ENFANT JESUS LOANDJILI;POINTE-NOIRE
3939;EP BETHEL;POINTE-NOIRE
3940;EP BRIAND JUNIOR;POINTE-NOIRE
3941;EP BRICE MARTIAL BANIAKINA;BRAZZAVILLE
3942;EP CLENA;POINTE-NOIRE
3943;EP DOLIS DE DOLISIE;NIARI
3944;EP ELITES DE LA NATION NGOYO;POINTE-NOIRE
3945;EP ELITES DE LA NATION OCH;POINTE-NOIRE
3946;EP FONDATION LA SHEKINA;NIARI
3947;EP GENERATION PRATIQUE;BRAZZAVILLE
3948;EP LA COLOMBE DE MAVIE;POINTE-NOIRE
3949;EP LA GLOIRE DIVINE;POINTE-NOIRE
3950;EP LA SOLUTION;POINTE-NOIRE
3951;EP LAUR-DANY 2 (TSIE-TSIE);POINTE-NOIRE
3952;EP LAUR-DANY 4 (TCHIMBAMBOUKA);POINTE-NOIRE
3953;EP LE CONSUL 2;POINTE-NOIRE
3954;EP LE LABOUREUR;BRAZZAVILLE
3955;EP LE PRINTEMPS D'ABAM;POINTE-NOIRE
3956;EP LE SALUT D'ATHEL;BRAZZAVILLE
3957;EP LE SAVOIR DE MADINGOU;BOUENZA
3958;EP LES GENIES DE KOUSS;POINTE-NOIRE
3959;EP LES SAINTS;BRAZZAVILLE
3960;EP LOUIS GREGORY;POINTE-NOIRE
3961;EP MON HISTOIRE;POOL
3962;EP PRINCE POTIER;BRAZZAVILLE
3963;EP PROPHETE YAUCAT-GUENDI;CUVETTE
3964;EP SAINT ARTHURE;KOUILOU
3965;EP SAINT JOSEPH D'OWANDO;CUVETTE
3966;EP SAINT PIERRE CLAVER DE OUESSO;SANGHA
3967;EP SAINTE THERESE 1;NIARI
3968;EP SALLE D'ETUDES BOHR;BRAZZAVILLE
3969;EP SOLEIL DE VIE;POINTE-NOIRE
3970;EQUILIBRE SCHOOL;POINTE-NOIRE
3971;ERE NOUVELLE;POINTE-NOIRE
3972;ERI-NAR SCHOOL;POINTE-NOIRE
3973;ERIC MICHEL;POINTE-NOIRE
3974;ERNEST BAYONNE;POINTE-NOIRE
3975;ERTAN 1;BRAZZAVILLE
3976;ERTAN 2;BRAZZAVILLE
3977;ERTAN 2-TAL-2;BRAZZAVILLE
3978;ERTAN II;BRAZZAVILLE
3979;ERTAN III;BRAZZAVILLE
3980;ERUDISSIMO;BRAZZAVILLE
3981;ESDRAS;BRAZZAVILLE
3982;ESPACE NELSON MANDELA;POINTE-NOIRE
3983;ESPACE SCOLAIRE BERPHILO;POINTE-NOIRE
3984;ESPACE SCOLAIRE LA GR?éCE D'ATOH;BRAZZAVILLE
3985;ESPACE SCOLAIRE LA GRÃ‚CE D'ATOH;BRAZZAVILLE
3986;ESPOIR 2;BRAZZAVILLE
3987;ESPOIR D'AVENIR;BRAZZAVILLE
3988;ESPOIR DE DEMAIN;POINTE-NOIRE
3989;ESPOIR DU PAYS;POINTE-NOIRE
3990;ESPOIR DU PAYS ;BRAZZAVILLE
3991;ESPOIR I;BRAZZAVILLE
3992;ESTHER DE MA VIE;POINTE-NOIRE
3993;ESTRA;BRAZZAVILLE
3994;ETABLISSEMENT SCOLAIRE LA VERDURE;BRAZZAVILLE
3995;ETABLISSEMENT SCOLAIRE LES ANGES;BRAZZAVILLE
3996;ETABLISSEMENT SCOLAIRE LES ANGES I;BRAZZAVILLE
3997;ETALON DU SAVOIR;POINTE-NOIRE
3998;ETALON DU SAVOIR ;POINTE-NOIRE
3999;ETOILE BRILLANTE;BRAZZAVILLE
4000;ETOILE BRILLANTE;POINTE-NOIRE
4001;ETOILE DE DAVID;POINTE-NOIRE
4002;ETOILE DE LA BENEDICTION;BRAZZAVILLE
4003;ETOILE DU MATIN;BRAZZAVILLE
4004;ETOILE DU MATIN;POINTE-NOIRE
4005;ETOILE DU MATIN ;POINTE-NOIRE
4006;ETOILE DU SALUT;BRAZZAVILLE
4007;ETOILE POLAIRE DE BONATHO;POINTE-NOIRE
4008;EUCALYPTUS;BRAZZAVILLE
4009;EUCLAIDAN;POINTE-NOIRE
4010;EUGENE NSINGANI;BRAZZAVILLE
4011;EUGENIE CAPS;POINTE-NOIRE
4012;EUNY'S SCHOOL;POINTE-NOIRE
4013;EUREKA WIN'S;BRAZZAVILLE
4014;EVANG ACTION DE GRACE;BRAZZAVILLE
4015;EVANG ACTION LA BASE;BRAZZAVILLE
4016;EVANG ALPHONSE MBAMA;BRAZZAVILLE
4017;EVANG. DE MUSANA;BRAZZAVILLE
4018;EVANG. TALA NKOLO;BRAZZAVILLE
4019;EVANGELIQUE;POOL
4020;EVANGELIQUE A;BRAZZAVILLE
4021;EVANGELIQUE B;BRAZZAVILLE
4022;EVANGELIQUE DE KELEKELE;BRAZZAVILLE
4023;EVANGELIQUE DE KIESSE;POINTE-NOIRE
4024;EVANGELIQUE DE KIESSE 1;POINTE-NOIRE
4025;EVANGELIQUE DE KINKALA;POOL
4026;EVANGELIQUE DE KINSOUNDI;BRAZZAVILLE
4027;EVANGELIQUE DE MAKELEKELE;BRAZZAVILLE
4028;EVANGELIQUE DE MANSIMOU;BRAZZAVILLE
4029;EVANGELIQUE DE METEO;BRAZZAVILLE
4030;EVANGELIQUE DE MFILOU;BRAZZAVILLE
4031;EVANGELIQUE DE MUSANA;POOL
4032;EVANGELIQUE DE OUENZE;BRAZZAVILLE
4033;EVANGELIQUE DE TALANGAÏ;BRAZZAVILLE
4034;EVANGELIQUE KIESSE 1;POINTE-NOIRE
4035;EVANGELIQUE KIESSE 2;POINTE-NOIRE
4036;EVANGELIQUE MASSINA;BRAZZAVILLE
4037;EVANGELIQUE NG2;POOL
4038;EVANGELIQUE NGAMABA;BRAZZAVILLE
4039;EVEIL;BRAZZAVILLE
4040;EVEREST;BRAZZAVILLE
4041;EXCELLENCE;BRAZZAVILLE
4042;EXCELLENCE - FRATERNITE ;BRAZZAVILLE
4043;EXCELLENCE D'IMPFONDO;LIKOUALA
4044;EXCELLENCE DE GABRIELLE;POINTE-NOIRE
4045;EXCELLENCE IMMACULEE;POINTE-NOIRE
4046;EXCELLENCE MPANGA;POINTE-NOIRE
4047;EXCELLENCE PLUS;BRAZZAVILLE
4048;EXCELLENCIA;POINTE-NOIRE
4049;EXCEPTIONNEL SAVOIR;POINTE-NOIRE
4050;EXIMIUS INTERNATIONAL SCHOOL;POINTE-NOIRE
4051;EXIMUS INTER. SCHOOL;POINTE-NOIRE
4052;EXIMUS INTERNATIONAL SCHOOL;POINTE-NOIRE
4053;EXODE 314;POINTE-NOIRE
4054;EXODE 3:14;POINTE-NOIRE
4055;Eba;PLATEAUX
4056;Ebala;PLATEAUX
4057;Ebambé;LIKOUALA
4058;Ebilard A;CUVETTE OUEST
4059;Ebilard B;CUVETTE OUEST
4060;Ebondji;CUVETTE
4061;Ebondji;CUVETTE CENTRALE
4062;Ebongo;CUVETTE
4063;Ebongo;CUVETTE CENTRALE
4064;Ebongo;PLATEAUX
4065;Ebou;PLATEAUX
4066;Eboungou;CUVETTE
4067;Eboungou;CUVETTE CENTRALE
4068;Eboyo;PLATEAUX
4069;Ecole Evgliq de KIESSE 02;POINTE-NOIRE
4070;Ecole Evgliq. de KIESSE 01;POINTE-NOIRE
4071;Ecole Franco Arabe Ahloul Fourquonne;POINTE-NOIRE
4072;Ecole Louimbi;BOUENZA
4073;Ecole P. LES CARTESIENS;POINTE-NOIRE
4074;Ecole Privée De L'unité;POINTE-NOIRE
4075;Ecole Privée Les Raphaëli;POINTE-NOIRE
4076;Ecole St Jean Baptiste;NIARI
4077;Ecole de MBOMA;SANGHA
4078;Ecole de Ngouanga;NIARI
4079;Ecole de Ngouédi;BOUENZA
4080;Ecole loutété carefour;BOUENZA
4081;Ecole privée Skilled Tech;POINTE-NOIRE
4082;Ecole privée Sunrise school ;POINTE-NOIRE
4083;Ed Gakosso;PLATEAUX
4084;Eden;POINTE-NOIRE
4085;Edouard Epénita;CUVETTE CENTRALE
4086;Edourd Epénita;CUVETTE
4087;Edzama;LIKOUALA
4088;Edzouga ;CUVETTE OUEST
4089;Egnongo;CUVETTE
4090;Egnongo;CUVETTE CENTRALE
4091;Ehota;CUVETTE CENTRALE
4092;Ehéré;PLATEAUX
4093;Ekami;CUVETTE
4094;Ekami;CUVETTE CENTRALE
4095;Ekassa (Ollombo 2);PLATEAUX
4096;Ekassa 2 (Ollombo 1);PLATEAUX
4097;Ekiembé;CUVETTE CENTRALE
4098;Eko;CUVETTE
4099;Eko;CUVETTE CENTRALE
4100;Eko;PLATEAUX
4101;Ekongo;CUVETTE
4102;Ekongo;CUVETTE CENTRALE
4103;Ekouassendé;PLATEAUX
4104;Ekoungounou;CUVETTE
4105;Ekoungounou;CUVETTE CENTRALE
4106;Ekéyi ;CUVETTE OUEST
4107;Elie Matsongui;LEKOUMOU
4108;Elingossayo;CUVETTE
4109;Elingossayo;CUVETTE CENTRALE
4110;Elinguinawé;CUVETTE
4111;Elinguinawé;CUVETTE CENTRALE
4112;Ello;PLATEAUX
4113;Elondji;CUVETTE CENTRALE
4114;Elondzi;CUVETTE
4115;Elongo;CUVETTE
4116;Elongo;CUVETTE CENTRALE
4117;Elouo;PLATEAUX
4118;Emboli;PLATEAUX
4119;Emile MOUANDA;POINTE-NOIRE
4120;Emmanuel 1;NIARI
4121;Emmanuel 2;NIARI
4122;Emmanuel school;POINTE-NOIRE
4123;Emompili;PLATEAUX
4124;Endangui;CUVETTE
4125;Endangui;CUVETTE CENTRALE
4126;Endeké;CUVETTE CENTRALE
4127;Endoulou;PLATEAUX
4128;Endouo ;CUVETTE OUEST
4129;Endéké;CUVETTE OUEST
4130;Engambé D'Abongo;CUVETTE
4131;Engambé D'Abongo;CUVETTE CENTRALE
4132;Engana;CUVETTE
4133;Engana;CUVETTE CENTRALE
4134;Engobé;CUVETTE OUEST
4135;Engouala;CUVETTE CENTRALE
4136;Engoueté;CUVETTE
4137;Engoueté;CUVETTE CENTRALE
4138;Engoulou;PLATEAUX
4139;Enta (Abala);PLATEAUX
4140;Enta (Gamboma 1);PLATEAUX
4141;Entente A;PLATEAUX
4142;Entente B;PLATEAUX
4143;Entsiami;CUVETTE OUEST
4144;Epah-Ngamba;PLATEAUX
4145;Epounou;PLATEAUX
4146;Esperance;KOUILOU
4147;Essebili;PLATEAUX
4148;Essengué A;CUVETTE OUEST
4149;Essengué B;CUVETTE OUEST
4150;Essiala;PLATEAUX
4151;Essombi;CUVETTE
4152;Essombi;CUVETTE CENTRALE
4153;Essoua;PLATEAUX
4154;Essoura;CUVETTE OUEST
4155;Eti ;CUVETTE OUEST
4156;Etoro;PLATEAUX
4157;Etsouali;PLATEAUX
4158;Evangekique 2;BOUENZA
4159;Evangelique de Bouansa;BOUENZA
4160;Evangélique;CUVETTE
4161;Evangélique;CUVETTE CENTRALE
4162;Evangélique Cité A ;NIARI
4163;Evangélique Cité B;NIARI
4164;Evangélique Hammar ;NIARI
4165;Evangélique Madingou Gare;BOUENZA
4166;Evangélique Madingou Post;BOUENZA
4167;Evangélique de Loutété;BOUENZA
4168;Ewo village;CUVETTE OUEST
4169;Excellence Makola;KOUILOU
4170;Excellence Makola;SANGHA
4171;Eyoulou;PLATEAUX
4172;F. Andovi A;LIKOUALA
4173;F. Andovi B;LIKOUALA
4174;F. Gana A;LIKOUALA
4175;F. Gana B;LIKOUALA
4176;F. NKOUTOU DE MBOUONO;BRAZZAVILLE
4177;F.R DE CHATEAUBRIAND1;POINTE-NOIRE
4178;F.R DE CHATEAUBRIAND2;POINTE-NOIRE
4179;F.R.DE CHATEAUBRIAND8;POINTE-NOIRE
4180;F.S. GORDAN OKODOUMA;BRAZZAVILLE
4181;FALL ANDRE;POINTE-NOIRE
4182;FANOE LIZABU;POINTE-NOIRE
4183;FAUSTIN BIFOULOU ;BRAZZAVILLE
4184;FELICIA LEVICED;BRAZZAVILLE
4185;FELIDA;POINTE-NOIRE
4186;FELIX PROSPERE BEKIABEKA;BRAZZAVILLE
4187;FERNAND CESAIRE;BRAZZAVILLE
4188;FERNAND NATHAN;POINTE-NOIRE
4189;FERNAND NATHAN 1;POINTE-NOIRE
4190;FERNAND NATHAN 2;POINTE-NOIRE
4191;FERNAND NATHAN 3;POINTE-NOIRE
4192;FILS ET FISTON;BRAZZAVILLE
4193;FIRST SCHOOL;BRAZZAVILLE
4194;FIRST'S SCHOOL;BRAZZAVILLE
4195;FLEUVE CONGO A;BRAZZAVILLE
4196;FLEUVE CONGO B;BRAZZAVILLE
4197;FLEUVE CONGO C;BRAZZAVILLE
4198;FLEUVE CONGO D;BRAZZAVILLE
4199;FONDATION 1,2,3 PLUS;BRAZZAVILLE
4200;FONDATION BOOS I;BRAZZAVILLE
4201;FONDATION BOOS II;BRAZZAVILLE
4202;FONDATION BOOS III;BRAZZAVILLE
4203;FONDATION BOOS1-DJIRI;BRAZZAVILLE
4204;FONDATION BOSS;BRAZZAVILLE
4205;FONDATION CARDINAL EMILE BIAYENDA;POINTE-NOIRE
4206;FONDATION GODSON MBERE;BRAZZAVILLE
4207;FONDATION GUILLAUME;BRAZZAVILLE
4208;FONDATION GUYLLAUME;BRAZZAVILLE
4209;FONDATION INSPECTEUR KISSANGOU;NIARI
4210;FONDATION INSPECTEUR RENE;BOUENZA
4211;FONDATION JEROME;BRAZZAVILLE
4212;FONDATION M.B.D ;POINTE-NOIRE
4213;FONDATION MAO S.;BRAZZAVILLE
4214;FONDATION MAO SCHOOL;BRAZZAVILLE
4215;FONDATION MARTIAL OPFOUMA;BRAZZAVILLE
4216;FONDATION MBD GESTION NOUVELLE;POINTE-NOIRE
4217;FONDATION MELAINE;BRAZZAVILLE
4218;FONDATION MENDES;BRAZZAVILLE
4219;FONDATION OASIS;BRAZZAVILLE
4220;FONDATION OLLAS;BRAZZAVILLE
4221;FONDATION P.C.M. II;BRAZZAVILLE
4222;FONDATION P.C.M.I;BRAZZAVILLE
4223;FONDATION PASTEUR CONSTAN;POINTE-NOIRE
4224;FONDATION PASTEUR CONSTANT M2;BRAZZAVILLE
4225;FONDATION PASTEUR CONSTANT MANIONDO;BRAZZAVILLE
4226;FONDATION PASTEUR CONSTANT MANIONDO 2;BRAZZAVILLE
4227;FONDATION PASTEUR CONSTANT MANIONDO 3;POINTE-NOIRE
4228;FONDATION REVES DE GOSSE;BRAZZAVILLE
4229;FONDATION SAINT JEROME;BRAZZAVILLE
4230;FOUTA;POINTE-NOIRE
4231;FOYER SOEUR CLOTILDE;BRAZZAVILLE
4232;FRANCE ZEKIA;POINTE-NOIRE
4233;FRANCOIS EFOUNOUAN;BRAZZAVILLE
4234;FRANCOIS ET PHILIPPE;BRAZZAVILLE
4235;FRANCOIS RABELAIS;BRAZZAVILLE
4236;FRANÇOIS RABELAIS;BRAZZAVILLE
4237;FRATERNITE VINDOULOU;POINTE-NOIRE
4238;FRED BEAU PRES;BRAZZAVILLE
4239;FRED BEAUPRES;BRAZZAVILLE
4240;FRED FRANCIS;BRAZZAVILLE
4241;FRED FRANCIS;POOL
4242;FRED FRANCIS 2;POOL
4243;FRERE HERVE;BRAZZAVILLE
4244;FRERE HERVE ;BRAZZAVILLE
4245;FRIENDES OF JESUS INTERNA;POINTE-NOIRE
4246;FROEBEL SCHOOL;POINTE-NOIRE
4247;FRUITS D'OR;BRAZZAVILLE
4248;FULBERT YOULOU;BRAZZAVILLE
4249;FULBERT YOULOU;POINTE-NOIRE
4250;FULBERT YOULOU 2;BRAZZAVILLE
4251;FULBERT YOULOU MERE MARIE;BRAZZAVILLE
4252;FULBERT YOULOU-1;BRAZZAVILLE
4253;FULBERT YOULOU-BACONGO;BRAZZAVILLE
